Rank	Mantissa	Log	Amount	Code	Type	Amount	FirstTwo	First	Second		Diffs * 1000	First-Two	
			0.00206			0.01810	$18.00	$1.00	$8.00		357	$35	
			0.00206791			0.00875	$87.00	$8.00	$7.00		3612	$36	
			0.002104033			-0.01231	$12.00	$1.00	$2.00		750	$75	
			0.002111532			0.02662	$26.00	$2.00	$6.00		1011	$10	
			0.00212			-0.00855	$85.00	$8.00	$5.00		1625	$16	
			0.00214			-0.02254	$22.00	$2.00	$2.00		16	$16	
			0.00214			-0.00199	$19.00	$1.00	$9.00		984	$98	
			0.002147898			-0.08899	$88.00	$8.00	$8.00		3698	$36	
			0.00218			0.06857	$68.00	$6.00	$8.00		140	$14	
			0.00219			0.05479	$54.00	$5.00	$4.00		32	$32	
			0.00219			-0.06417	$64.00	$6.00	$4.00		0	$0	
			0.00219			-0.02790	$27.00	$2.00	$7.00		2613	$26	
			0.002212716			0.03053	$30.00	$3.00	$0.00		951	$95	
			0.00222			-0.05007	$50.00	$5.00	$0.00		0	$0	
			0.00222			-0.00187	$18.00	$1.00	$8.00		495	$49	
			0.00223			0.00000	$0.00	$0.00	#VALUE!		0	$0	
			0.00223			0.05469	$54.00	$5.00	$4.00		1080	$10	
			0.00224			-0.03704	$37.00	$3.00	$7.00		1006	$10	
			0.00225			0.03262	$32.00	$3.00	$2.00		1284	$12	
			0.00226			-0.02235	$22.00	$2.00	$2.00		1186	$11	
			0.00227			0.01920	$19.00	$1.00	$9.00		734	$73	
			0.00228			0.05233	$52.00	$5.00	$2.00		1068	$10	
			0.00229			-0.00369	$36.00	$3.00	$6.00		0	$0	
			0.00229			0.08386	$83.00	$8.00	$3.00		332	$33	
			0.002294067			0.04763	$47.00	$4.00	$7.00		423	$42	
			0.0022983			-0.01407	$14.00	$1.00	$4.00		4558	$45	
			0.002343881			0.04153	$41.00	$4.00	$1.00		79	$79	
			0.00234			-0.00171	$17.00	$1.00	$7.00		275	$27	
			0.00235			-0.01838	$18.00	$1.00	$8.00		1337	$13	
			0.00236			0.02197	$21.00	$2.00	$1.00		285	$28	
			0.00236			0.00757	$75.00	$7.00	$5.00		117	$11	
			0.002364805			0.04994	$49.00	$4.00	$9.00		1709	$17	
			0.00238			-0.03602	$36.00	$3.00	$6.00		0	$0	
			0.00238			0.07784	$77.00	$7.00	$7.00		1236	$12	
			0.00239			0.00000	$0.00	$0.00	#VALUE!		2435	$24	
			0.00242			0.01956	$19.00	$1.00	$9.00		1456	$14	
			0.002433165			0.00545	$54.00	$5.00	$4.00		4106	$41	
			0.002474227			0.00802	$80.00	$8.00	$0.00		614	$61	
			0.00248			-0.11011	$11.00	$1.00	$1.00		1288	$12	
			0.00249			-0.00169	$16.00	$1.00	$6.00		648	$64	
			0.002499728			-0.01041	$10.00	$1.00	$0.00		206	$20	
			0.002501787			-0.00783	$78.00	$7.00	$8.00		9	$9	
			0.002501876			-0.04315	$43.00	$4.00	$3.00		1139	$11	
			0.00251			-0.00155	$15.00	$1.00	$5.00		563	$56	
			0.00252			0.01626	$16.00	$1.00	$6.00		2784	$27	
			0.002546735			0.02844	$28.00	$2.00	$8.00		1081	$10	
			0.002557545			-0.00914	$91.00	$9.00	$1.00		1671	$16	
			0.00257			0.01869	$18.00	$1.00	$8.00		1450	$14	
			0.00259			0.00758	$75.00	$7.00	$5.00		1880	$18	
			0.00261			-0.00607	$60.00	$6.00	$0.00		796	$79	
			0.00262			-0.04275	$42.00	$4.00	$2.00		2882	$28	
			0.00264			0.02552	$25.00	$2.00	$5.00		872	$87	
			0.00265			-0.05748	$57.00	$5.00	$7.00		3202	$32	
			0.00269			-0.04145	$41.00	$4.00	$1.00		134	$13	
			0.002686415			0.03966	$39.00	$3.00	$9.00		236	$23	
			0.00269			-0.01483	$14.00	$1.00	$4.00		0	$0	
			0.00269			0.03012	$30.00	$3.00	$0.00		0	$0	
			0.00269			0.03446	$34.00	$3.00	$4.00		2282	$22	
			0.002711591			-0.04895	$48.00	$4.00	$8.00		811	$81	
			0.002719701			0.01645	$16.00	$1.00	$6.00		509	$50	
			0.00272			-0.03419	$34.00	$3.00	$4.00		37	$37	
			0.002725161			-0.02703	$27.00	$2.00	$7.00		823	$82	
			0.00273			0.03306	$33.00	$3.00	$3.00		134	$13	
			0.00273			0.03361	$33.00	$3.00	$3.00		1064	$10	
			0.00275			0.00000	$0.00	$0.00	#VALUE!		503	$50	
			0.00275			-0.02601	$26.00	$2.00	$6.00		0	$0	
			0.00275			-0.01335	$13.00	$1.00	$3.00		1585	$15	
			0.00277			-0.05766	$57.00	$5.00	$7.00		0	$0	
			0.00277			-0.03045	$30.00	$3.00	$0.00		77	$77	
			0.00277			0.02607	$26.00	$2.00	$6.00		883	$88	
			0.00278			-0.01271	$12.00	$1.00	$2.00		227	$22	
			0.002778125			-0.02194	$21.00	$2.00	$1.00		262	$26	
			0.00278			-0.00748	$74.00	$7.00	$4.00		477	$47	
			0.00279			0.03585	$35.00	$3.00	$5.00		0	$0	
			0.00279			-0.00727	$72.00	$7.00	$2.00		194	$19	
			0.00279			-0.04600	$46.00	$4.00	$6.00		584	$58	
			0.00279			-0.01136	$11.00	$1.00	$1.00		1011	$10	
			0.002803411			0.03107	$31.00	$3.00	$1.00		499	$49	
			0.002808397			0.02621	$26.00	$2.00	$6.00		241	$24	
			0.00281			0.04228	$42.00	$4.00	$2.00		609	$60	
			0.00282			-0.04056	$40.00	$4.00	$0.00		663	$66	
			0.00282			0.04228	$42.00	$4.00	$2.00		1800	$18	
			0.00284			-0.05634	$56.00	$5.00	$6.00		680	$68	
			0.00285			0.04657	$46.00	$4.00	$6.00		2824	$28	
			0.00288			-0.05876	$58.00	$5.00	$8.00		2338	$23	
			0.00290			0.02091	$20.00	$2.00	$0.00		508	$50	
			0.00291			0.00356	$35.00	$3.00	$5.00		0	$0	
			0.00291			-0.01656	$16.00	$1.00	$6.00		1255	$12	
			0.00292			0.06406	$64.00	$6.00	$4.00		367	$36	
			0.002921251			0.01413	$14.00	$1.00	$4.00		10	$10	
			0.00292			0.00167	$16.00	$1.00	$6.00		0	$0	
			0.00292			0.00334	$33.00	$3.00	$3.00		263	$26	
			0.00292			0.02773	$27.00	$2.00	$7.00		666	$66	
			0.00293			0.02536	$25.00	$2.00	$5.00		478	$47	
			0.002935421			-0.02289	$22.00	$2.00	$2.00		598	$59	
			0.002941404			-0.00673	$67.00	$6.00	$7.00		174	$17	
			0.00294			-0.00352	$35.00	$3.00	$5.00		982	$98	
			0.00295			-0.01361	$13.00	$1.00	$3.00		52	$52	
			0.00295			-0.04469	$44.00	$4.00	$4.00		0	$0	
			0.00295			0.02599	$25.00	$2.00	$5.00		106	$10	
			0.00295			0.00619	$61.00	$6.00	$1.00		659	$65	
			0.002961135			-0.00867	$86.00	$8.00	$6.00		2915	$29	
			0.00299			-0.04402	$44.00	$4.00	$4.00		1843	$18	
			0.003008709			0.00531	$53.00	$5.00	$3.00		1455	$14	
			0.00302			0.00940	$93.00	$9.00	$3.00		475	$47	
			0.00303			0.05817	$58.00	$5.00	$8.00		25	$25	
			0.003028264			0.07724	$77.00	$7.00	$7.00		909	$90	
			0.003037356			0.04465	$44.00	$4.00	$4.00		1050	$10	
			0.00305			0.11749	$11.00	$1.00	$1.00		3857	$38	
			0.00309			-0.03694	$36.00	$3.00	$6.00		882	$88	
			0.00310			-0.02406	$24.00	$2.00	$4.00		794	$79	
			0.00310			0.06977	$69.00	$6.00	$9.00		321	$32	
			0.00311			0.07739	$77.00	$7.00	$7.00		0	$0	
			0.00311			-0.06174	$61.00	$6.00	$1.00		469	$46	
			0.003111087			0.01075	$10.00	$1.00	$0.00		269	$26	
			0.00311			-0.05319	$53.00	$5.00	$3.00		1123	$11	
			0.00313			0.03101	$31.00	$3.00	$1.00		980	$98	
			0.00313			-0.01373	$13.00	$1.00	$3.00		1672	$16	
			0.00315			-0.01105	$11.00	$1.00	$1.00		1922	$19	
			0.00317			0.03911	$39.00	$3.00	$9.00		1804	$18	
			0.00319			-0.00667	$66.00	$6.00	$6.00		17	$17	
			0.00319			-0.03919	$39.00	$3.00	$9.00		124	$12	
			0.00319			0.00000	$0.00	$0.00	#VALUE!		179	$17	
			0.003191974			0.01960	$19.00	$1.00	$9.00		3784	$37	
			0.00323			-0.00133	$13.00	$1.00	$3.00		77	$77	
			0.003230583			-0.05953	$59.00	$5.00	$9.00		131	$13	
			0.00323			0.03388	$33.00	$3.00	$3.00		823	$82	
			0.003240121			-0.04552	$45.00	$4.00	$5.00		312	$31	
			0.00324			-0.01049	$10.00	$1.00	$0.00		676	$67	
			0.00325			0.06169	$61.00	$6.00	$1.00		0	$0	
			0.00325			-0.01271	$12.00	$1.00	$2.00		380	$38	
			0.00325			0.01287	$12.00	$1.00	$2.00		0	$0	
			0.00325			0.01702	$17.00	$1.00	$7.00		1664	$16	
			0.00327			0.03905	$39.00	$3.00	$9.00		1723	$17	
			0.00329			0.01890	$18.00	$1.00	$8.00		1084	$10	
			0.00330			0.01454	$14.00	$1.00	$4.00		0	$0	
			0.00330			0.01683	$16.00	$1.00	$6.00		1359	$13	
			0.00331			-0.02554	$25.00	$2.00	$5.00		465	$46	
			0.00332			0.01573	$15.00	$1.00	$5.00		2070	$20	
			0.003337454			-0.00640	$63.00	$6.00	$3.00		144	$14	
			0.00334			-0.03511	$35.00	$3.00	$5.00		558	$55	
			0.00334			-0.02153	$21.00	$2.00	$1.00		1036	$10	
			0.00335			0.01364	$13.00	$1.00	$3.00		0	$0	
			0.00335			0.04082	$40.00	$4.00	$0.00		553	$55	
			0.003360367			-0.03254	$32.00	$3.00	$2.00		758	$75	
			0.00337			0.01617	$16.00	$1.00	$6.00		473	$47	
			0.00337			-0.01337	$13.00	$1.00	$3.00		205	$20	
			0.00337			-0.02409	$24.00	$2.00	$4.00		189	$18	
			0.00338			-0.03724	$37.00	$3.00	$7.00		176	$17	
			0.00338			-0.03159	$31.00	$3.00	$1.00		681	$68	
			0.003385186			-0.00284	$28.00	$2.00	$8.00		82	$82	
			0.00339			0.00877	$87.00	$8.00	$7.00		574	$57	
			0.00339			0.06626	$66.00	$6.00	$6.00		0	$0	
			0.00339			0.02049	$20.00	$2.00	$0.00		695	$69	
			0.00340			-0.02159	$21.00	$2.00	$1.00		267	$26	
			0.00340			0.02207	$22.00	$2.00	$2.00		819	$81	
			0.003409547			0.02311	$23.00	$2.00	$3.00		634	$63	
			0.00342			0.05276	$52.00	$5.00	$2.00		1045	$10	
			0.003426334			0.09262	$92.00	$9.00	$2.00		1403	$14	
			0.00344			0.02073	$20.00	$2.00	$0.00		2232	$22	
			0.00346269			-0.02031	$20.00	$2.00	$0.00		251	$25	
			0.00347			-0.01486	$14.00	$1.00	$4.00		146	$14	
			0.00347			0.04191	$41.00	$4.00	$1.00		867	$86	
			0.003475336			-0.04809	$48.00	$4.00	$8.00		250	$25	
			0.003477839			-0.00357	$35.00	$3.00	$5.00		851	$85	
			0.00349			0.02601	$26.00	$2.00	$6.00		406	$40	
			0.00349			-0.02866	$28.00	$2.00	$8.00		1544	$15	
			0.00351			0.02231	$22.00	$2.00	$2.00		767	$76	
			0.00351			-0.03108	$31.00	$3.00	$1.00		0	$0	
			0.00351			0.01775	$17.00	$1.00	$7.00		637	$63	
			0.00352			-0.04446	$44.00	$4.00	$4.00		952	$95	
			0.00353			0.05399	$53.00	$5.00	$3.00		800	$80	
			0.00354			0.01285	$12.00	$1.00	$2.00		345	$34	
			0.003540868			-0.00919	$91.00	$9.00	$1.00		1098	$10	
			0.003551849			0.03359	$33.00	$3.00	$3.00		1004	$10	
			0.00356			0.00108	$10.00	$1.00	$0.00		2432	$24	
			0.00359			-0.00897	$89.00	$8.00	$9.00		0	$0	
			0.00359			-0.02606	$26.00	$2.00	$6.00		876	$87	
			0.00359			0.01747	$17.00	$1.00	$7.00		0	$0	
			0.00359			-0.01132	$11.00	$1.00	$1.00		1614	$16	
			0.00361			0.00573	$57.00	$5.00	$7.00		0	$0	
			0.00361			0.01727	$17.00	$1.00	$7.00		553	$55	
			0.00362			0.07783	$77.00	$7.00	$7.00		546	$54	
			0.00362			0.00519	$51.00	$5.00	$1.00		1427	$14	
			0.003636364			0.00100	$10.00	$1.00	$0.00		572	$57	
			0.003642083			0.00733	$73.00	$7.00	$3.00		755	$75	
			0.00365			-0.00314	$31.00	$3.00	$1.00		869	$86	
			0.003658324			-0.00298	$29.00	$2.00	$9.00		21	$21	
			0.003658537			-0.02295	$22.00	$2.00	$2.00		255	$25	
			0.00366			0.00749	$74.00	$7.00	$4.00		1345	$13	
			0.00367			0.02636	$26.00	$2.00	$6.00		580	$58	
			0.00368			-0.00609	$60.00	$6.00	$0.00		539	$53	
			0.00368573			0.01656	$16.00	$1.00	$6.00		221	$22	
			0.00369			0.01222	$12.00	$1.00	$2.00		436	$43	
			0.00369			0.04217	$42.00	$4.00	$2.00		110	$11	
			0.003693407			-0.04154	$41.00	$4.00	$1.00		2088	$20	
			0.00371			0.05140	$51.00	$5.00	$1.00		319	$31	
			0.00372			0.05165	$51.00	$5.00	$1.00		1985	$19	
			0.00374			0.02827	$28.00	$2.00	$8.00		100	$10	
			0.00374			0.04167	$41.00	$4.00	$1.00		269	$26	
			0.00374			0.03905	$39.00	$3.00	$9.00		0	$0	
			0.00374			-0.02449	$24.00	$2.00	$4.00		5593	$55	
			0.00380			0.01423	$14.00	$1.00	$4.00		2272	$22	
			0.003819652			0.02488	$24.00	$2.00	$4.00		388	$38	
			0.00382			-0.03151	$31.00	$3.00	$1.00		56	$56	
			0.00382			0.03747	$37.00	$3.00	$7.00		624	$62	
			0.00383			-0.03136	$31.00	$3.00	$1.00		844	$84	
			0.00384			0.01911	$19.00	$1.00	$9.00		123	$12	
			0.00384			0.00169	$16.00	$1.00	$6.00		67	$67	
			0.003840667			0.02755	$27.00	$2.00	$7.00		6682	$66	
			0.00391			-0.12408	$12.00	$1.00	$2.00		46	$46	
			0.00391			0.01531	$15.00	$1.00	$5.00		2648	$26	
			0.00393			-0.09956	$99.00	$9.00	$9.00		9	$9	
			0.00393452			0.02575	$25.00	$2.00	$5.00		1025	$10	
			0.00394			-0.05590	$55.00	$5.00	$5.00		1531	$15	
			0.00396			-0.02740	$27.00	$2.00	$7.00		817	$81	
			0.00397			-0.00956	$95.00	$9.00	$5.00		450	$45	
			0.00397			0.07196	$71.00	$7.00	$1.00		3595	$35	
			0.004008705			-0.02511	$25.00	$2.00	$5.00		1505	$15	
			0.00402			0.04601	$46.00	$4.00	$6.00		669	$66	
			0.00403			0.05235	$52.00	$5.00	$2.00		181	$18	
			0.00403			-0.01104	$11.00	$1.00	$1.00		1885	$18	
			0.00405			-0.01220	$12.00	$1.00	$2.00		569	$56	
			0.00406			-0.01220	$12.00	$1.00	$2.00		329	$32	
			0.004060089			0.01724	$17.00	$1.00	$7.00		594	$59	
			0.00406603			0.01499	$14.00	$1.00	$4.00		1006	$10	
			0.00408			-0.05407	$54.00	$5.00	$4.00		234	$23	
			0.00408			0.14306	$14.00	$1.00	$4.00		523	$52	
			0.004083665			0.01872	$18.00	$1.00	$8.00		3721	$37	
			0.00412			-0.01757	$17.00	$1.00	$7.00		678	$67	
			0.00412766			-0.06485	$64.00	$6.00	$4.00		457	$45	
			0.00413			0.09664	$96.00	$9.00	$6.00		1186	$11	
			0.00414			0.01331	$13.00	$1.00	$3.00		3652	$36	
			0.00418			-0.02864	$28.00	$2.00	$8.00		350	$35	
			0.00418			0.00757	$75.00	$7.00	$5.00		1758	$17	
			0.00420			0.00752	$75.00	$7.00	$5.00		0	$0	
			0.00420			0.01745	$17.00	$1.00	$7.00		1011	$10	
			0.00421			0.01964	$19.00	$1.00	$9.00		1753	$17	
			0.00423			0.02889	$28.00	$2.00	$8.00		1846	$18	
			0.00425			-0.03120	$31.00	$3.00	$1.00		0	$0	
			0.00425			0.03388	$33.00	$3.00	$3.00		753	$75	
			0.00426			0.01558	$15.00	$1.00	$5.00		2522	$25	
			0.00428			0.02601	$26.00	$2.00	$6.00		517	$51	
			0.00429			0.05609	$56.00	$5.00	$6.00		613	$61	
			0.00429			0.09127	$91.00	$9.00	$1.00		524	$52	
			0.004297082			-0.07004	$70.00	$7.00	$0.00		681	$68	
			0.004303892			0.02031	$20.00	$2.00	$0.00		513	$51	
			0.004309018			0.00886	$88.00	$8.00	$8.00		133	$13	
			0.00431			-0.01767	$17.00	$1.00	$7.00		744	$74	
			0.00432			-0.01302	$13.00	$1.00	$3.00		1122	$11	
			0.00433			0.01957	$19.00	$1.00	$9.00		1253	$12	
			0.004341534			-0.01031	$10.00	$1.00	$0.00		768	$76	
			0.00434921			-0.00698	$69.00	$6.00	$9.00		39	$39	
			0.004349599			0.03147	$31.00	$3.00	$1.00		770	$77	
			0.004357298			-0.01969	$19.00	$1.00	$9.00		634	$63	
			0.00436			0.02417	$24.00	$2.00	$4.00		196	$19	
			0.004365599			0.02026	$20.00	$2.00	$0.00		121	$12	
			0.00437			0.00391	$39.00	$3.00	$9.00		0	$0	
			0.00437			-0.00526	$52.00	$5.00	$2.00		956	$95	
			0.00438			0.03500	$35.00	$3.00	$5.00		960	$96	
			0.00439			0.05303	$53.00	$5.00	$3.00		75	$75	
			0.004386711			0.06918	$69.00	$6.00	$9.00		222	$22	
			0.00439			0.04365	$43.00	$4.00	$3.00		1377	$13	
			0.0044027			0.00870	$86.00	$8.00	$6.00		2014	$20	
			0.004422841			0.01560	$15.00	$1.00	$5.00		194	$19	
			0.00442			-0.06578	$65.00	$6.00	$5.00		37	$37	
			0.004425148			-0.04370	$43.00	$4.00	$3.00		114	$11	
			0.00443			-0.02138	$21.00	$2.00	$1.00		282	$28	
			0.004429109			-0.03883	$38.00	$3.00	$8.00		1534	$15	
			0.00444			-0.04172	$41.00	$4.00	$1.00		0	$0	
			0.00444			0.02245	$22.00	$2.00	$2.00		180	$18	
			0.00445			0.01351	$13.00	$1.00	$3.00		948	$94	
			0.004455719			0.01719	$17.00	$1.00	$7.00		193	$19	
			0.00446			-0.02000	$20.00	$2.00	$0.00		270	$27	
			0.004460354			0.04592	$45.00	$4.00	$5.00		4415	$44	
			0.00450			-0.02498	$24.00	$2.00	$4.00		0	$0	
			0.00450			0.03562	$35.00	$3.00	$5.00		5166	$51	
			0.004556167			-0.04048	$40.00	$4.00	$0.00		1004	$10	
			0.00457			-0.01128	$11.00	$1.00	$1.00		348	$34	
			0.00457			0.02546	$25.00	$2.00	$5.00		1262	$12	
			0.00458			-0.00377	$37.00	$3.00	$7.00		2376	$23	
			0.00461			0.02492	$24.00	$2.00	$4.00		888	$88	
			0.00461			0.08880	$88.00	$8.00	$8.00		497	$49	
			0.00462			-0.08433	$84.00	$8.00	$4.00		1334	$13	
			0.004633251			0.01463	$14.00	$1.00	$4.00		1514	$15	
			0.00465			-0.08654	$86.00	$8.00	$6.00		1180	$11	
			0.00466			0.04737	$47.00	$4.00	$7.00		478	$47	
			0.00466			-0.01759	$17.00	$1.00	$7.00		1125	$11	
			0.004676216			-0.05115	$51.00	$5.00	$1.00		2217	$22	
			0.004698389			-0.05995	$59.00	$5.00	$9.00		835	$83	
			0.00471			0.10965	$10.00	$1.00	$0.00		419	$41	
			0.00471			0.03814	$38.00	$3.00	$8.00		606	$60	
			0.00472			0.03485	$34.00	$3.00	$4.00		330	$33	
			0.00472028			0.02521	$25.00	$2.00	$5.00		626	$62	
			0.00473			0.06513	$65.00	$6.00	$5.00		789	$78	
			0.004734428			-0.01930	$19.00	$1.00	$9.00		1530	$15	
			0.00475			-0.04546	$45.00	$4.00	$5.00		0	$0	
			0.00475			0.05647	$56.00	$5.00	$6.00		87	$87	
			0.00475			-0.01835	$18.00	$1.00	$8.00		188	$18	
			0.00475			-0.00172	$17.00	$1.00	$7.00		466	$46	
			0.00476			-0.07618	$76.00	$7.00	$6.00		477	$47	
			0.00476			0.02096	$20.00	$2.00	$0.00		2151	$21	
			0.00478			-0.03373	$33.00	$3.00	$3.00		1009	$10	
			0.00479			-0.01436	$14.00	$1.00	$4.00		649	$64	
			0.00480			0.04554	$45.00	$4.00	$5.00		0	$0	
			0.00480			0.04540	$45.00	$4.00	$5.00		283	$28	
			0.00480			0.05611	$56.00	$5.00	$6.00		2809	$28	
			0.00483			0.00710	$71.00	$7.00	$1.00		584	$58	
			0.004836759			-0.01959	$19.00	$1.00	$9.00		135	$13	
			0.00484			0.00781	$78.00	$7.00	$8.00		781	$78	
			0.004845915			-0.04185	$41.00	$4.00	$1.00		257	$25	
			0.00485			0.06492	$64.00	$6.00	$4.00		0	$0	
			0.00485			0.02755	$27.00	$2.00	$7.00		588	$58	
			0.00485			-0.04101	$41.00	$4.00	$1.00		0	$0	
			0.00485			0.00657	$65.00	$6.00	$5.00		1107	$11	
			0.00486544			-0.03151	$31.00	$3.00	$1.00		357	$35	
			0.004869013			0.02301	$23.00	$2.00	$3.00		904	$90	
			0.004878049			0.02144	$21.00	$2.00	$1.00		0	$0	
			0.00488			-0.00903	$90.00	$9.00	$0.00		0	$0	
			0.00488			-0.04193	$41.00	$4.00	$1.00		161	$16	
			0.004879655			0.02609	$26.00	$2.00	$6.00		1004	$10	
			0.004889698			0.01210	$12.00	$1.00	$2.00		147	$14	
			0.00489			0.13689	$13.00	$1.00	$3.00		1079	$10	
			0.00490			-0.06377	$63.00	$6.00	$3.00		2788	$27	
			0.00493			0.04918	$49.00	$4.00	$9.00		843	$84	
			0.004938272			-0.01805	$18.00	$1.00	$8.00		1018	$10	
			0.00495			-0.02244	$22.00	$2.00	$2.00		0	$0	
			0.00495			-0.00708	$70.00	$7.00	$0.00		204	$20	
			0.00495			0.00205	$20.00	$2.00	$0.00		818	$81	
			0.00496			0.02863	$28.00	$2.00	$8.00		86	$86	
			0.00496			-0.03531	$35.00	$3.00	$5.00		1558	$15	
			0.00498			-0.05820	$58.00	$5.00	$8.00		1536	$15	
			0.004990487			0.01751	$17.00	$1.00	$7.00		3464	$34	
			0.00503			0.04568	$45.00	$4.00	$5.00		2751	$27	
			0.00505			0.02830	$28.00	$2.00	$8.00		0	$0	
			0.00505			-0.01600	$16.00	$1.00	$6.00		1268	$12	
			0.005065316			0.09707	$97.00	$9.00	$7.00		1694	$16	
			0.005082259			0.06855	$68.00	$6.00	$8.00		536	$53	
			0.00509			-0.01997	$19.00	$1.00	$9.00		1442	$14	
			0.00510			-0.01854	$18.00	$1.00	$8.00		434	$43	
			0.00511			0.00627	$62.00	$6.00	$2.00		0	$0	
			0.00511			-0.00308	$30.00	$3.00	$0.00		2182	$21	
			0.00513			-0.02293	$22.00	$2.00	$2.00		0	$0	
			0.00513			-0.07496	$74.00	$7.00	$4.00		0	$0	
			0.00513			0.08000	$80.00	$8.00	$0.00		1168	$11	
			0.005139883			-0.01841	$18.00	$1.00	$8.00		1476	$14	
			0.00515			-0.04501	$45.00	$4.00	$5.00		0	$0	
			0.00515			0.02411	$24.00	$2.00	$4.00		591	$59	
			0.00516			-0.03981	$39.00	$3.00	$9.00		952	$95	
			0.00517			0.05240	$52.00	$5.00	$2.00		509	$50	
			0.00518			-0.05123	$51.00	$5.00	$1.00		619	$61	
			0.00518			-0.04448	$44.00	$4.00	$4.00		0	$0	
			0.00518			-0.08531	$85.00	$8.00	$5.00		1215	$12	
			0.00519			0.04174	$41.00	$4.00	$1.00		1483	$14	
			0.00521			-0.01705	$17.00	$1.00	$7.00		906	$90	
			0.00522			0.10727	$10.00	$1.00	$0.00		0	$0	
			0.00522			0.02422	$24.00	$2.00	$4.00		153	$15	
			0.005218922			-0.04532	$45.00	$4.00	$5.00		330	$33	
			0.005222222			-0.01858	$18.00	$1.00	$8.00		496	$49	
			0.00523			0.01371	$13.00	$1.00	$3.00		0	$0	
			0.00523			0.06481	$64.00	$6.00	$4.00		1019	$10	
			0.00524			-0.05456	$54.00	$5.00	$4.00		52	$52	
			0.00524			0.04484	$44.00	$4.00	$4.00		299	$29	
			0.00524			-0.02122	$21.00	$2.00	$1.00		2228	$22	
			0.00526			0.00202	$20.00	$2.00	$0.00		1710	$17	
			0.00528			-0.05181	$51.00	$5.00	$1.00		1945	$19	
			0.005299708			-0.02384	$23.00	$2.00	$3.00		1171	$11	
			0.005311417			-0.03798	$37.00	$3.00	$7.00		145	$14	
			0.00531			0.02195	$21.00	$2.00	$1.00		934	$93	
			0.005322209			-0.02652	$26.00	$2.00	$6.00		3721	$37	
			0.005359416			-0.04250	$42.00	$4.00	$2.00		1168	$11	
			0.00537			-0.05814	$58.00	$5.00	$8.00		1916	$19	
			0.00539			0.03524	$35.00	$3.00	$5.00		300	$30	
			0.00539			0.04679	$46.00	$4.00	$6.00		467	$46	
			0.00540			-0.06151	$61.00	$6.00	$1.00		748	$74	
			0.00541			0.04644	$46.00	$4.00	$6.00		0	$0	
			0.00541			-0.04087	$40.00	$4.00	$0.00		3074	$30	
			0.005436146			-0.00612	$61.00	$6.00	$1.00		624	$62	
			0.005442388			-0.06700	$66.00	$6.00	$6.00		378	$37	
			0.00545			-0.04319	$43.00	$4.00	$3.00		0	$0	
			0.00545			-0.04592	$45.00	$4.00	$5.00		283	$28	
			0.00545			0.02191	$21.00	$2.00	$1.00		1548	$15	
			0.00546			-0.00479	$47.00	$4.00	$7.00		0	$0	
			0.00546			-0.01031	$10.00	$1.00	$0.00		527	$52	
			0.005469755			0.01378	$13.00	$1.00	$3.00		733	$73	
			0.00548			-0.04066	$40.00	$4.00	$0.00		156	$15	
			0.005478641			0.06095	$60.00	$6.00	$0.00		21	$21	
			0.00548			0.03860	$38.00	$3.00	$8.00		1565	$15	
			0.00549			-0.01350	$13.00	$1.00	$3.00		1932	$19	
			0.005513825			0.01708	$17.00	$1.00	$7.00		722	$72	
			0.00552			0.03973	$39.00	$3.00	$9.00		307	$30	
			0.005524117			-0.01812	$18.00	$1.00	$8.00		494	$49	
			0.005529055			0.00991	$99.00	$9.00	$9.00		192	$19	
			0.005530973			-0.04762	$47.00	$4.00	$7.00		1367	$13	
			0.005544646			0.03630	$36.00	$3.00	$6.00		705	$70	
			0.00555			-0.04296	$42.00	$4.00	$2.00		0	$0	
			0.00555			0.02134	$21.00	$2.00	$1.00		8	$8	
			0.005551779			-0.01277	$12.00	$1.00	$2.00		378	$37	
			0.00556			0.05955	$59.00	$5.00	$9.00		0	$0	
			0.00556			0.04792	$47.00	$4.00	$7.00		1485	$14	
			0.00557			-0.45057	$45.00	$4.00	$5.00		642	$64	
			0.005576827			-0.03379	$33.00	$3.00	$3.00		977	$97	
			0.00559			-0.03833	$38.00	$3.00	$8.00		0	$0	
			0.00559			0.04720	$47.00	$4.00	$7.00		0	$0	
			0.00559			-0.04397	$43.00	$4.00	$3.00		0	$0	
			0.00559			0.05198	$51.00	$5.00	$1.00		1317	$13	
			0.005599764			-0.05860	$58.00	$5.00	$8.00		185	$18	
			0.00560			0.02205	$22.00	$2.00	$2.00		1636	$16	
			0.00562			0.01775	$17.00	$1.00	$7.00		0	$0	
			0.00562			-0.03151	$31.00	$3.00	$1.00		486	$48	
			0.00562			0.00349	$34.00	$3.00	$4.00		454	$45	
			0.00563			0.05076	$50.00	$5.00	$0.00		466	$46	
			0.00563			0.04941	$49.00	$4.00	$9.00		1768	$17	
			0.00565			-0.00333	$33.00	$3.00	$3.00		0	$0	
			0.00565			0.03407	$34.00	$3.00	$4.00		1066	$10	
			0.00566			-0.04042	$40.00	$4.00	$0.00		2144	$21	
			0.00568			0.02106	$21.00	$2.00	$1.00		248	$24	
			0.00568			0.01075	$10.00	$1.00	$0.00		0	$0	
			0.00568			-0.01818	$18.00	$1.00	$8.00		1737	$17	
			0.005701674			-0.07965	$79.00	$7.00	$9.00		446	$44	
			0.00571			0.04631	$46.00	$4.00	$6.00		815	$81	
